N	D	1	2	3	4	5	6	7	8	9	10
37	1	13	15	12	11	7	8	9	11	6	6
38	1	15	15	15	13	11	11	11	12	8	7
51	1	14	14	13	11	8	7	11	9	7	6
56	1	15	15	13	14	9	10	12	11	8	7
72	1	15	14	11	11	8	8	11	9	5	5
73	1	17	17	13	15	11	10	12	13	8	9
76	1	17	17	13	15	11	11	11	13	8	7
96	1	15	17	14	15	9	11	11	11	8	9
103	1	15	13	13	11	9	7	10	9	5	7
123	1	16	15	14	14	9	10	12	12	7	9
133	1	15	17	15	13	9	9	11	13	7	8
137	1	16	17	14	15	10	9	11	11	9	7
143	1	17	17	13	14	9	9	12	11	8	7
148	1	17	15	13	15	9	10	13	11	7	8
165	1	16	17	14	14	10	10	12	13	9	9
171	1	15	16	15	13	9	11	11	12	9	8
172	1	15	16	14	13	9	9	12	12	9	7
175	1	13	14	11	12	9	7	11	10	7	5
178	1	15	16	14	15	10	11	12	11	7	7
187	1	14	14	13	13	8	7	10	11	7	5
225	1	17	16	15	13	9	9	12	11	9	7
233	1	17	17	14	15	11	9	11	11	8	8
252	1	19	18	17	16	12	12	15	14	11	11
254	1	15	15	14	13	9	10	13	12	9	8
259	1	15	15	15	14	10	9	12	13	7	8
267	1	14	13	12	11	9	7	11	11	7	5
270	1	15	17	15	14	9	10	12	11	8	9
271	1	22	24	22	22	17	18	19	19	16	15
273	1	20	21	19	19	15	16	18	16	13	14
285	1	29	30	27	28	23	25	27	27	21	21
287	1	22	22	21	20	18	17	19	19	15	16
292	1	17	16	14	15	11	9	12	12	7	7
297	1	16	15	15	13	10	11	13	13	9	9
303	1	17	16	15	13	11	11	12	12	8	7
306	1	15	17	15	15	9	9	12	11	8	8
315	1	15	16	14	15	9	10	12	13	8	9
327	1	16	16	14	15	9	9	12	13	7	8
336	1	16	15	13	14	10	10	12	12	8	9
341	1	16	15	15	13	9	10	12	12	9	9
345	1	13	13	13	12	7	9	9	9	5	6
372	1	36	37	35	36	32	30	33	33	30	28
374	1	17	17	13	15	11	11	11	13	8	9
375	1	15	17	14	14	10	9	12	11	8	7
378	1	15	15	15	13	10	10	11	13	7	8
393	1	17	15	15	15	9	9	12	11	9	8
395	1	17	15	14	13	11	10	13	12	7	9
402	1	15	16	15	15	9	11	12	11	8	7
407	1	16	17	15	14	10	11	11	12	9	9
424	1	24	22	21	21	16	18	20	20	16	15
428	1	16	15	14	13	9	11	11	12	8	8
440	1	16	15	15	13	11	10	13	12	9	8
441	1	16	17	14	13	10	11	11	11	8	7
453	1	15	16	13	15	10	9	12	11	9	8
456	1	15	15	15	13	11	11	12	13	9	9
463	1	15	15	15	13	11	11	12	13	9	9
469	1	16	16	14	13	10	11	13	13	9	7
472	1	15	15	13	15	10	11	12	12	7	7
490	1	16	15	13	14	11	10	12	12	8	7
492	1	15	15	14	13	11	9	13	13	8	7
509	1	15	16	13	13	9	11	11	12	8	7
517	1	17	17	13	15	10	11	11	13	9	8
538	1	15	15	13	14	10	9	12	13	8	7
542	1	15	17	13	14	11	9	12	11	8	7
550	1	15	15	14	15	10	11	13	13	8	7
560	1	16	17	15	14	9	11	11	11	9	9
563	1	17	15	15	15	10	9	12	13	9	8
583	1	16	16	14	14	11	9	11	11	8	8
584	1	15	15	13	14	11	11	12	13	7	9
