N	D	1	2	3	4	5	6	7	8	9	10
20	1	16	15	14	14	10	9	13	11	8	7
27	1	14	15	12	11	8	8	10	10	7	7
46	1	16	16	15	15	10	9	12	13	7	7
49	1	16	17	14	13	11	10	12	12	7	8
50	1	17	16	13	13	9	9	13	11	9	9
53	1	17	16	15	15	9	9	11	11	8	8
60	1	24	22	20	22	18	16	20	19	16	15
63	1	22	22	20	20	18	17	20	18	16	14
77	1	15	16	13	14	11	11	11	13	7	7
82	1	15	15	14	14	10	10	12	12	8	8
91	1	15	15	13	13	11	10	13	11	9	7
95	1	16	17	13	15	10	11	12	12	8	8
102	1	22	23	21	21	18	17	19	20	14	16
107	1	14	14	11	11	9	7	9	11	6	5
127	1	16	17	15	14	10	10	13	12	8	8
129	1	17	17	13	14	11	11	13	12	9	8
131	1	17	17	13	13	10	9	11	12	9	8
141	1	15	15	14	15	11	11	13	12	7	8
145	1	17	15	14	13	9	11	12	11	9	8
152	1	17	16	13	13	10	11	12	13	8	9
173	1	16	15	13	15	10	10	11	12	8	7
184	1	15	15	15	13	11	9	12	11	7	9
189	1	15	15	13	14	11	11	12	13	7	9
195	1	17	15	15	15	10	11	11	11	8	7
212	1	17	15	15	13	9	11	12	12	7	7
232	1	13	15	13	11	9	8	11	9	7	6
257	1	17	16	15	13	10	11	11	11	8	9
260	1	17	16	13	15	11	9	13	13	9	8
261	1	16	16	13	14	10	11	11	13	7	7
264	1	15	15	14	14	9	11	12	12	9	7
269	1	14	13	13	13	8	9	10	11	6	6
277	1	17	17	14	15	9	9	11	11	7	9
279	1	16	17	15	14	9	10	12	11	7	8
284	1	14	14	11	11	9	8	9	9	5	7
293	1	15	16	14	13	11	11	11	11	9	8
307	1	16	17	14	13	10	11	13	13	9	7
313	1	16	16	13	15	11	9	13	11	9	7
314	1	38	37	36	36	32	31	34	33	28	29
321	1	17	17	13	15	11	11	13	11	9	8
329	1	23	22	22	20	18	18	19	18	16	16
333	1	16	17	13	13	9	10	11	11	7	8
337	1	14	14	13	11	7	9	10	9	5	5
344	1	13	14	13	11	9	9	11	11	5	6
347	1	22	22	20	21	17	18	18	19	15	14
380	1	15	16	14	13	9	9	13	11	8	8
382	1	15	17	15	15	9	10	13	12	8	7
387	1	16	17	14	13	10	10	13	13	9	7
394	1	24	23	22	20	16	16	20	18	16	15
408	1	17	16	14	13	9	9	13	12	8	7
413	1	17	16	15	13	9	9	13	12	8	9
416	1	17	17	15	15	11	10	11	13	7	7
427	1	17	17	14	15	11	10	11	11	7	7
430	1	22	22	22	21	18	17	18	20	16	14
432	1	16	15	14	15	11	10	13	12	8	7
451	1	16	17	13	15	11	11	13	12	7	9
464	1	23	24	20	21	17	17	18	18	14	14
469	1	15	15	14	13	11	10	13	12	8	9
476	1	17	17	14	15	9	9	13	12	9	7
488	1	16	16	15	14	10	9	11	11	7	9
495	1	17	15	14	15	10	11	12	13	8	7
511	1	23	24	22	22	17	16	20	20	16	16
525	1	16	16	13	13	9	11	12	11	9	8
529	1	16	17	14	14	10	9	12	11	9	8
533	1	17	17	15	13	9	11	13	13	9	9
544	1	15	17	15	13	9	9	11	12	9	8
550	1	15	16	14	14	11	10	13	13	8	9
564	1	16	15	14	15	9	9	12	12	9	8
567	1	16	15	14	15	9	9	12	12	9	8
574	1	17	17	14	15	10	10	11	11	8	7
607	1	17	15	14	13	10	10	13	12	7	9
613	1	16	16	14	14	11	11	13	12	9	8
618	1	15	17	14	13	9	9	13	12	8	9
624	1	15	15	13	15	10	10	12	12	9	7
670	1	38	37	35	34	32	30	32	33	30	29
679	1	15	17	14	13	10	10	11	12	8	7
695	1	15	15	13	15	11	11	12	12	7	8
719	1	15	17	15	14	10	9	11	13	9	9
743	1	23	24	21	21	17	17	19	19	14	14
774	1	20	19	17	16	13	12	16	16	10	10
787	1	17	15	15	15	10	11	11	13	7	8
805	1	15	16	14	14	9	11	13	11	9	9
817	1	17	15	14	15	10	10	12	11	8	7
832	1	15	16	15	14	10	11	12	13	8	7
836	1	16	16	13	13	11	9	13	13	7	8
842	1	16	16	15	15	9	11	13	12	7	7
859	1	17	15	13	14	9	10	11	13	9	7
864	1	16	17	14	15	9	11	12	12	8	7
872	1	17	16	15	13	11	10	12	13	9	7
879	1	24	22	22	20	18	16	20	18	14	15
884	1	16	17	13	14	10	10	12	12	8	8
898	1	31	30	29	28	25	25	25	27	21	23
917	1	16	17	13	14	9	9	13	13	9	9
932	1	15	15	13	14	11	10	12	13	7	9
942	1	16	17	15	15	11	9	12	13	8	8
946	1	16	15	13	15	10	9	13	12	8	7
954	1	15	15	15	15	9	10	11	12	9	9
963	1	16	16	15	15	11	10	12	13	7	9
984	1	17	15	13	15	11	9	13	11	7	9
998	1	17	16	13	15	9	11	11	12	8	8
1003	1	15	15	13	13	9	11	12	12	9	7
1005	1	15	17	13	15	9	10	13	13	7	7
1023	1	16	15	13	14	10	11	13	11	9	8
1047	1	23	24	20	22	16	16	19	18	15	14
1054	1	16	17	14	14	10	9	12	12	7	7
1065	1	17	16	13	13	10	9	13	13	8	9
1069	1	17	15	15	14	9	10	13	13	8	8
1073	1	23	24	20	22	16	17	18	18	15	16
1079	1	16	17	14	15	11	10	11	11	9	8
1081	1	15	17	13	15	9	11	13	13	7	8
1091	1	16	17	15	13	10	9	13	12	7	9
1125	1	24	23	22	22	17	17	18	20	16	15
1135	1	16	15	15	13	10	11	13	12	8	9
1151	1	15	17	14	15	11	11	12	13	9	7
1156	1	16	15	13	15	9	9	12	13	8	8
1176	1	17	17	13	15	11	10	13	11	8	9
1198	1	15	16	14	14	10	11	13	11	7	9
1221	1	17	16	13	15	10	11	12	11	8	9
1230	1	17	17	14	13	9	11	13	13	7	7
1232	1	16	15	15	14	11	11	13	11	8	9
1238	1	17	16	13	15	10	11	12	12	8	9
1274	1	16	17	13	14	9	11	13	11	8	8
1283	1	16	17	14	13	10	11	11	13	8	7
1286	1	15	16	14	13	11	9	12	11	8	7
1304	1	15	16	15	15	9	9	11	12	7	7
1318	1	24	24	22	21	17	16	20	19	16	15
1328	1	17	16	14	13	11	10	13	12	8	9
1359	1	16	16	15	15	11	10	11	13	7	8
1370	1	23	24	22	20	17	17	20	20	14	16
1375	1	17	16	14	14	10	10	12	11	9	7
1381	1	15	15	13	13	9	10	11	12	8	9
1382	1	17	17	14	13	11	10	11	13	9	9
1385	1	24	23	21	22	17	16	18	19	15	15
1388	1	16	15	13	13	9	11	11	12	7	9
1398	1	16	16	14	14	10	9	11	11	9	8
1399	1	15	15	13	13	10	9	11	12	7	9
1449	1	16	16	13	15	11	10	13	11	7	7
1450	1	15	17	14	14	9	9	13	11	8	7
1454	1	17	15	14	14	11	9	12	12	9	7
1458	1	16	15	13	15	9	10	13	11	9	7
1479	1	15	15	13	13	11	10	12	13	8	9
1484	1	17	15	15	13	9	10	12	12	9	8
1487	1	17	15	15	15	10	9	12	11	9	8
1518	1	17	17	13	13	9	10	11	13	8	9
1530	1	15	15	14	13	11	11	12	12	8	8
1544	1	17	17	13	13	11	9	13	11	9	8
1581	1	15	16	14	13	11	10	11	11	7	8
1595	1	16	16	15	14	11	9	11	13	9	8
1627	1	17	15	14	13	10	10	11	12	9	9
1647	1	17	15	14	15	10	11	13	12	9	8
1650	1	22	22	20	22	18	16	18	18	14	16
1653	1	16	16	13	14	9	10	13	12	7	7
1671	1	16	16	15	14	9	10	12	12	7	7
1680	1	16	17	13	15	11	10	12	11	7	7
1706	1	24	23	20	22	16	17	20	19	16	15
1742	1	15	17	15	13	9	10	12	11	8	8
1774	1	15	16	13	15	9	11	13	13	9	9
1780	1	16	17	14	14	9	11	11	12	7	9
1834	1	16	15	14	14	11	9	13	12	7	9
20	2	16.5	15.5	14.5	14.5	10.5	9.5	13.5	11.5	8.5	7.5
27	2	14.5	15.5	12.5	11.5	8.5	8.5	10.5	10.5	7.5	7.5
46	2	16.5	16.5	15.5	15.5	10.5	9.5	12.5	13.5	7.5	7.5
49	2	16.5	17.5	14.5	13.5	11.5	10.5	12.5	12.5	7.5	8.5
50	2	17.5	16.5	13.5	13.5	9.5	9.5	13.5	11.5	9.5	9.5
53	2	17.5	16.5	15.5	15.5	9.5	9.5	11.5	11.5	8.5	8.5
60	2	24.5	22.5	20.5	22.5	18.5	16.5	20.5	19.5	16.5	15.5
63	2	22.5	22.5	20.5	20.5	18.5	17.5	20.5	18.5	16.5	14.5
77	2	15.5	16.5	13.5	14.5	11.5	11.5	11.5	13.5	7.5	7.5
82	2	15.5	15.5	14.5	14.5	10.5	10.5	12.5	12.5	8.5	8.5
91	2	15.5	15.5	13.5	13.5	11.5	10.5	13.5	11.5	9.5	7.5
95	2	16.5	17.5	13.5	15.5	10.5	11.5	12.5	12.5	8.5	8.5
102	2	22.5	23.5	21.5	21.5	18.5	17.5	19.5	20.5	14.5	16.5
107	2	14.5	14.5	11.5	11.5	9.5	7.5	9.5	11.5	6.5	5.5
