N	D	1	2	3	4	5	6	7	8	9	10
22	1	13	15	13	11	8	7	10	10	5	5
28	1	15	15	13	13	11	9	12	11	9	8
33	1	16	17	15	13	10	9	12	11	8	8
56	1	15	17	15	15	10	11	11	12	9	7
66	1	15	14	11	13	8	7	10	9	5	5
71	1	23	24	20	20	18	16	20	18	14	14
72	1	14	13	12	12	9	9	11	9	5	5
95	1	16	17	15	13	10	10	12	12	9	9
96	1	17	17	13	13	9	11	12	11	9	8
105	1	17	16	15	13	9	11	13	11	9	9
134	1	14	15	11	12	7	9	9	10	6	5
184	1	17	17	13	14	10	9	11	12	7	7
243	1	15	17	15	13	9	10	11	12	8	7
250	1	15	16	14	13	9	11	13	11	7	8
283	1	14	13	11	12	9	9	11	11	7	6
298	1	16	15	14	14	10	11	11	13	9	7
303	1	17	15	15	14	11	10	11	13	8	7
309	1	17	17	13	14	10	9	13	12	8	9
330	1	17	15	14	14	10	10	12	11	7	9
332	1	17	16	14	14	10	10	12	11	8	9
347	1	15	16	14	13	9	10	11	13	8	9
378	1	17	15	14	13	11	11	11	13	8	9
404	1	16	15	13	14	11	9	12	12	7	7
409	1	17	16	14	13	10	9	12	12	9	9
449	1	17	16	14	13	10	9	12	12	9	9
471	1	17	15	13	14	11	11	11	13	9	8
494	1	15	16	14	15	10	9	13	11	9	8
510	1	15	16	15	13	11	9	11	11	8	9
523	1	15	15	15	14	9	11	12	13	9	9
539	1	16	17	13	14	9	10	13	13	7	9
558	1	17	15	14	13	11	9	12	12	8	8
570	1	17	15	13	13	9	9	12	13	8	8
612	1	16	15	14	13	10	10	12	12	7	7
663	1	15	15	15	15	10	9	13	12	8	7
696	1	17	17	13	13	9	9	11	13	9	9
702	1	16	17	13	13	11	11	12	11	8	8
709	1	24	24	21	21	16	17	18	19	16	15
720	1	15	15	14	15	11	9	12	12	9	9
722	1	16	15	14	13	9	9	12	11	8	8
759	1	24	22	21	20	16	17	20	19	16	16
775	1	29	31	27	29	23	24	25	27	21	22
791	1	17	17	13	13	10	11	11	12	9	8
795	1	17	16	13	14	10	10	12	13	9	9
816	1	15	17	14	13	10	11	13	13	7	9
837	1	15	17	15	15	10	10	11	13	9	7
914	1	15	17	13	13	9	10	13	13	9	9
915	1	16	15	14	14	11	11	12	13	7	8
925	1	16	17	14	15	10	9	11	11	9	8
929	1	16	17	15	14	9	11	11	12	9	9
931	1	15	15	14	13	11	9	12	13	9	9
947	1	15	17	15	15	10	11	13	12	9	7
969	1	16	15	13	13	10	9	13	12	9	9
1003	1	17	15	14	15	11	11	12	13	7	7
1006	1	17	15	15	14	10	10	13	13	8	8
1020	1	17	15	14	15	9	11	13	11	8	9
1025	1	15	17	15	13	10	10	13	11	8	8
1028	1	15	15	13	14	11	11	12	11	7	8
1046	1	17	16	14	13	9	9	11	13	8	7
1053	1	16	17	15	13	9	11	11	11	9	9
1058	1	17	15	13	15	9	9	12	13	8	8
1072	1	15	16	14	15	10	11	11	11	8	7
1138	1	17	15	15	14	10	10	12	11	9	8
1164	1	16	15	13	15	10	11	13	11	9	9
1180	1	15	17	13	15	11	11	12	12	9	9
1182	1	17	16	15	15	9	9	12	12	9	9
1189	1	17	16	13	14	11	10	11	11	7	7
1203	1	16	17	13	15	10	11	12	12	9	9
1215	1	17	16	15	13	10	10	12	11	7	8
1218	1	16	15	14	13	10	11	11	12	8	8
1223	1	15	16	14	14	10	9	13	11	7	7
1234	1	29	31	27	28	24	24	27	27	22	23
1302	1	15	16	14	13	9	11	11	11	9	8
1306	1	17	17	14	13	9	9	11	12	7	9
1337	1	16	17	15	13	10	10	12	13	7	8
1347	1	17	15	13	13	11	9	11	12	9	9
1348	1	16	15	14	13	9	10	12	11	9	7
1349	1	15	15	15	14	10	9	11	11	9	7
1357	1	15	15	13	13	10	9	12	11	9	8
1386	1	16	17	14	14	10	11	12	12	9	8
1395	1	16	17	13	14	9	10	13	13	9	9
1417	1	15	15	13	15	10	10	13	11	7	7
1452	1	16	17	15	15	9	11	11	12	8	8
1461	1	16	17	15	14	9	11	13	13	8	8
1513	1	16	17	13	14	11	10	11	12	9	8
1537	1	17	16	14	13	9	9	11	11	8	7
1589	1	17	16	14	13	11	9	13	11	7	8
1658	1	15	15	14	14	9	9	13	11	8	8
1687	1	15	15	15	13	9	11	11	12	9	8
1688	1	15	15	14	14	9	11	11	11	8	8
1690	1	15	17	15	14	9	11	13	12	9	8
1703	1	15	15	15	15	10	9	11	12	7	8
1727	1	16	15	14	14	10	10	13	12	8	7
1730	1	23	24	22	20	18	18	19	18	14	15
1746	1	15	17	14	13	10	9	13	13	9	7
1769	1	24	24	21	20	16	16	19	18	15	14
1797	1	24	22	21	22	17	18	20	18	15	15
1818	1	17	15	15	14	11	9	13	13	8	8
1819	1	44	43	41	41	38	37	41	40	36	37
22	2	13.5	15.5	13.5	11.5	8.5	7.5	10.5	10.5	5.5	5.5
28	2	15.5	15.5	13.5	13.5	11.5	9.5	12.5	11.5	9.5	8.5
33	2	16.5	17.5	15.5	13.5	10.5	9.5	12.5	11.5	8.5	8.5
56	2	15.5	17.5	15.5	15.5	10.5	11.5	11.5	12.5	9.5	7.5
66	2	15.5	14.5	11.5	13.5	8.5	7.5	10.5	9.5	5.5	5.5
71	2	23.5	24.5	20.5	20.5	18.5	16.5	20.5	18.5	14.5	14.5
72	2	14.5	13.5	12.5	12.5	9.5	9.5	11.5	9.5	5.5	5.5
95	2	16.5	17.5	15.5	13.5	10.5	10.5	12.5	12.5	9.5	9.5
96	2	17.5	17.5	13.5	13.5	9.5	11.5	12.5	11.5	9.5	8.5
105	2	17.5	16.5	15.5	13.5	9.5	11.5	13.5	11.5	9.5	9.5
134	2	14.5	15.5	11.5	12.5	7.5	9.5	9.5	10.5	6.5	5.5
184	2	17.5	17.5	13.5	14.5	10.5	9.5	11.5	12.5	7.5	7.5
243	2	15.5	17.5	15.5	13.5	9.5	10.5	11.5	12.5	8.5	7.5
250	2	15.5	16.5	14.5	13.5	9.5	11.5	13.5	11.5	7.5	8.5
283	2	14.5	13.5	11.5	12.5	9.5	9.5	11.5	11.5	7.5	6.5
298	2	16.5	15.5	14.5	14.5	10.5	11.5	11.5	13.5	9.5	7.5
303	2	17.5	15.5	15.5	14.5	11.5	10.5	11.5	13.5	8.5	7.5
309	2	17.5	17.5	13.5	14.5	10.5	9.5	13.5	12.5	8.5	9.5
330	2	17.5	15.5	14.5	14.5	10.5	10.5	12.5	11.5	7.5	9.5
332	2	17.5	16.5	14.5	14.5	10.5	10.5	12.5	11.5	8.5	9.5
347	2	15.5	16.5	14.5	13.5	9.5	10.5	11.5	13.5	8.5	9.5
378	2	17.5	15.5	14.5	13.5	11.5	11.5	11.5	13.5	8.5	9.5
404	2	16.5	15.5	13.5	14.5	11.5	9.5	12.5	12.5	7.5	7.5
409	2	17.5	16.5	14.5	13.5	10.5	9.5	12.5	12.5	9.5	9.5
449	2	17.5	16.5	14.5	13.5	10.5	9.5	12.5	12.5	9.5	9.5
471	2	17.5	15.5	13.5	14.5	11.5	11.5	11.5	13.5	9.5	8.5
494	2	15.5	16.5	14.5	15.5	10.5	9.5	13.5	11.5	9.5	8.5
510	2	15.5	16.5	15.5	13.5	11.5	9.5	11.5	11.5	8.5	9.5
523	2	15.5	15.5	15.5	14.5	9.5	11.5	12.5	13.5	9.5	9.5
539	2	16.5	17.5	13.5	14.5	9.5	10.5	13.5	13.5	7.5	9.5
558	2	17.5	15.5	14.5	13.5	11.5	9.5	12.5	12.5	8.5	8.5
570	2	17.5	15.5	13.5	13.5	9.5	9.5	12.5	13.5	8.5	8.5
612	2	16.5	15.5	14.5	13.5	10.5	10.5	12.5	12.5	7.5	7.5
663	2	15.5	15.5	15.5	15.5	10.5	9.5	13.5	12.5	8.5	7.5
696	2	17.5	17.5	13.5	13.5	9.5	9.5	11.5	13.5	9.5	9.5
702	2	16.5	17.5	13.5	13.5	11.5	11.5	12.5	11.5	8.5	8.5
709	2	24.5	24.5	21.5	21.5	16.5	17.5	18.5	19.5	16.5	15.5
720	2	15.5	15.5	14.5	15.5	11.5	9.5	12.5	12.5	9.5	9.5
722	2	16.5	15.5	14.5	13.5	9.5	9.5	12.5	11.5	8.5	8.5
759	2	24.5	22.5	21.5	20.5	16.5	17.5	20.5	19.5	16.5	16.5
775	2	29.5	31.5	27.5	29.5	23.5	24.5	25.5	27.5	21.5	22.5
791	2	17.5	17.5	13.5	13.5	10.5	11.5	11.5	12.5	9.5	8.5
795	2	17.5	16.5	13.5	14.5	10.5	10.5	12.5	13.5	9.5	9.5
816	2	15.5	17.5	14.5	13.5	10.5	11.5	13.5	13.5	7.5	9.5
837	2	15.5	17.5	15.5	15.5	10.5	10.5	11.5	13.5	9.5	7.5
914	2	15.5	17.5	13.5	13.5	9.5	10.5	13.5	13.5	9.5	9.5
915	2	16.5	15.5	14.5	14.5	11.5	11.5	12.5	13.5	7.5	8.5
925	2	16.5	17.5	14.5	15.5	10.5	9.5	11.5	11.5	9.5	8.5
929	2	16.5	17.5	15.5	14.5	9.5	11.5	11.5	12.5	9.5	9.5
931	2	15.5	15.5	14.5	13.5	11.5	9.5	12.5	13.5	9.5	9.5
947	2	15.5	17.5	15.5	15.5	10.5	11.5	13.5	12.5	9.5	7.5
969	2	16.5	15.5	13.5	13.5	10.5	9.5	13.5	12.5	9.5	9.5
1003	2	17.5	15.5	14.5	15.5	11.5	11.5	12.5	13.5	7.5	7.5
1006	2	17.5	15.5	15.5	14.5	10.5	10.5	13.5	13.5	8.5	8.5
1020	2	17.5	15.5	14.5	15.5	9.5	11.5	13.5	11.5	8.5	9.5
1025	2	15.5	17.5	15.5	13.5	10.5	10.5	13.5	11.5	8.5	8.5
1028	2	15.5	15.5	13.5	14.5	11.5	11.5	12.5	11.5	7.5	8.5
1046	2	17.5	16.5	14.5	13.5	9.5	9.5	11.5	13.5	8.5	7.5
1053	2	16.5	17.5	15.5	13.5	9.5	11.5	11.5	11.5	9.5	9.5
1058	2	17.5	15.5	13.5	15.5	9.5	9.5	12.5	13.5	8.5	8.5
1072	2	15.5	16.5	14.5	15.5	10.5	11.5	11.5	11.5	8.5	7.5
1138	2	17.5	15.5	15.5	14.5	10.5	10.5	12.5	11.5	9.5	8.5
1164	2	16.5	15.5	13.5	15.5	10.5	11.5	13.5	11.5	9.5	9.5
1180	2	15.5	17.5	13.5	15.5	11.5	11.5	12.5	12.5	9.5	9.5
1182	2	17.5	16.5	15.5	15.5	9.5	9.5	12.5	12.5	9.5	9.5
1189	2	17.5	16.5	13.5	14.5	11.5	10.5	11.5	11.5	7.5	7.5
1203	2	16.5	17.5	13.5	15.5	10.5	11.5	12.5	12.5	9.5	9.5
1215	2	17.5	16.5	15.5	13.5	10.5	10.5	12.5	11.5	7.5	8.5
1218	2	16.5	15.5	14.5	13.5	10.5	11.5	11.5	12.5	8.5	8.5
1223	2	15.5	16.5	14.5	14.5	10.5	9.5	13.5	11.5	7.5	7.5
1234	2	29.5	31.5	27.5	28.5	24.5	24.5	27.5	27.5	22.5	23.5
1302	2	15.5	16.5	14.5	13.5	9.5	11.5	11.5	11.5	9.5	8.5
1306	2	17.5	17.5	14.5	13.5	9.5	9.5	11.5	12.5	7.5	9.5
1337	2	16.5	17.5	15.5	13.5	10.5	10.5	12.5	13.5	7.5	8.5
1347	2	17.5	15.5	13.5	13.5	11.5	9.5	11.5	12.5	9.5	9.5
1348	2	16.5	15.5	14.5	13.5	9.5	10.5	12.5	11.5	9.5	7.5
1349	2	15.5	15.5	15.5	14.5	10.5	9.5	11.5	11.5	9.5	7.5
1357	2	15.5	15.5	13.5	13.5	10.5	9.5	12.5	11.5	9.5	8.5
