N	D	1	2	3	4	5	6	7	8	9	10
18	1	17	15	14	15	11	11	13	13	9	7
19	1	16	15	15	15	11	9	13	11	7	7
55	1	16	17	13	14	11	11	11	12	7	9
67	1	17	16	13	15	11	11	13	11	8	7
79	1	13	13	12	11	8	9	10	9	6	7
82	1	16	16	13	14	11	9	13	12	7	7
102	1	16	17	14	15	10	10	11	13	8	9
104	1	17	15	14	13	9	10	13	11	8	9
106	1	15	15	12	12	9	8	11	11	7	5
111	1	13	14	11	13	8	7	11	11	7	5
119	1	16	16	13	15	9	10	13	13	8	7
142	1	16	17	15	13	11	10	13	13	7	8
157	1	16	17	13	13	11	9	11	11	9	9
158	1	15	15	12	11	7	7	11	9	6	7
177	1	13	13	12	13	9	9	11	10	7	5
186	1	16	15	15	13	11	11	12	13	8	9
207	1	16	16	13	15	9	11	13	12	8	7
219	1	15	14	13	11	8	7	9	11	5	7
227	1	16	17	13	15	9	11	13	11	9	9
235	1	16	17	13	15	9	11	13	11	9	9
238	1	15	15	14	14	11	10	13	11	8	8
239	1	17	17	14	13	10	10	11	13	7	8
242	1	15	15	13	14	10	10	12	13	8	7
255	1	14	14	13	13	9	8	9	9	7	6
274	1	20	20	19	19	14	16	16	18	13	12
280	1	29	30	29	28	25	24	27	25	23	23
315	1	58	58	57	57	53	52	54	55	50	50
342	1	17	15	15	13	11	10	12	12	9	7
349	1	15	15	13	14	9	9	13	13	8	8
356	1	15	15	14	13	9	11	12	12	7	9
357	1	17	15	13	13	9	11	12	13	8	9
364	1	15	17	15	14	9	11	13	13	8	7
365	1	17	16	14	13	10	11	12	12	9	8
373	1	16	17	13	14	11	11	11	12	8	8
378	1	24	22	22	22	17	18	18	20	15	14
379	1	16	16	14	14	9	9	12	12	8	7
391	1	15	16	13	14	10	9	12	12	9	9
399	1	24	24	22	21	18	16	20	19	15	16
402	1	15	17	15	15	11	10	13	12	7	8
433	1	17	15	15	15	11	10	12	13	9	8
458	1	31	29	27	28	25	25	25	26	21	23
467	1	15	17	14	15	11	11	11	12	7	7
489	1	17	17	15	14	10	9	11	13	9	8
504	1	2	17	14	15	10	9	12	11	8	8
507	1	17	16	15	13	9	10	12	11	9	9
546	1	17	15	15	14	9	11	13	11	7	8
549	1	16	16	15	15	10	11	11	12	9	8
559	1	17	16	13	14	9	10	12	11	8	8
578	1	16	15	14	13	11	11	11	13	7	9
590	1	15	15	13	14	9	10	11	13	7	8
597	1	29	31	28	27	24	24	26	26	23	23
601	1	16	17	13	14	10	10	12	13	9	8
604	1	24	24	21	21	18	18	18	18	16	15
619	1	17	17	13	15	11	11	12	13	7	7
622	1	17	16	15	15	11	11	13	11	8	8
638	1	16	15	13	15	9	9	12	11	8	7
650	1	15	15	13	15	10	11	13	12	7	8
655	1	16	17	13	15	9	9	12	11	8	8
