N	D	1	2	3	4	5	6	7	8	9	10
14	1	17	16	15	13	10	11	13	13	7	7
15	1	15	16	13	14	10	10	12	11	8	8
19	1	15	15	14	14	11	10	12	13	9	7
30	1	16	17	13	13	11	10	13	11	9	9
36	1	16	16	14	14	11	10	13	11	9	7
44	1	18	20	16	17	13	13	14	16	12	12
52	1	13	13	11	12	7	8	9	10	6	6
66	1	14	13	13	11	8	9	9	11	5	5
70	1	16	15	15	13	10	9	13	13	8	8
80	1	15	17	14	15	9	11	11	12	9	9
98	1	17	16	14	14	10	9	13	13	9	7
111	1	15	13	11	13	7	9	11	9	7	6
130	1	17	15	15	14	10	10	11	11	9	9
132	1	15	17	15	15	9	9	13	13	7	9
182	1	16	15	15	14	9	11	12	12	8	9
188	1	13	14	13	12	8	7	11	9	7	7
204	1	15	14	12	13	8	8	10	9	6	5
205	1	15	14	11	12	7	8	11	10	6	5
222	1	16	17	15	13	9	9	13	13	7	9
230	1	16	17	14	14	10	9	13	11	7	9
235	1	16	17	14	14	10	9	13	11	7	9
236	1	15	14	13	11	8	8	9	11	6	7
241	1	13	14	13	13	8	9	9	11	7	5
245	1	15	15	14	14	11	10	13	11	7	9
258	1	16	16	13	14	10	11	12	13	7	9
281	1	17	15	13	15	10	11	12	12	9	7
304	1	19	18	17	18	14	13	16	15	10	12
310	1	16	17	14	13	10	11	11	13	7	7
318	1	15	15	15	13	9	10	11	11	7	7
319	1	16	15	13	13	9	9	11	13	7	8
325	1	13	15	13	11	7	7	10	10	5	7
335	1	17	17	13	13	10	10	13	12	8	8
355	1	15	17	13	13	10	9	11	11	8	8
359	1	16	16	14	14	9	10	12	12	7	7
367	1	15	15	13	13	9	11	12	12	8	7
390	1	15	15	15	15	9	9	13	13	9	7
420	1	15	17	13	13	9	10	11	11	9	8
426	1	17	16	14	13	9	9	13	12	7	7
431	1	17	15	15	13	9	11	13	13	9	7
446	1	17	17	14	15	10	9	11	13	9	7
447	1	15	16	15	13	11	10	11	13	8	9
477	1	15	15	14	14	11	11	12	12	7	9
481	1	17	16	14	15	10	9	11	13	7	9
498	1	15	16	15	15	10	10	12	12	9	8
510	1	15	17	13	13	10	11	11	12	9	9
515	1	16	15	13	14	10	10	12	12	8	8
530	1	24	22	20	22	17	18	18	19	14	14
539	1	15	15	15	14	9	9	12	13	9	8
543	1	17	17	15	14	11	11	11	12	9	9
553	1	15	16	15	13	10	9	12	12	7	7
562	1	17	17	13	13	9	9	13	11	7	7
564	1	15	16	13	15	9	11	13	12	8	7
