N	D	1	2	3	4	5	6	7	8	9	10
32	1	17	17	13	14	9	10	12	11	8	9
48	1	15	15	13	11	8	7	9	10	7	7
58	1	17	16	14	14	11	10	11	13	9	7
84	1	17	17	15	13	10	11	11	11	8	9
92	1	15	15	15	15	10	9	11	13	8	8
93	1	17	15	15	13	9	11	12	12	7	7
99	1	17	17	14	13	9	11	11	12	9	7
100	1	17	15	15	14	9	11	11	12	8	7
117	1	17	16	13	13	11	11	13	13	7	7
120	1	16	15	15	14	10	9	11	13	7	9
124	1	15	14	13	11	8	8	10	10	7	5
126	1	17	17	13	13	10	10	13	12	7	8
128	1	13	15	13	12	9	7	9	11	6	5
139	1	14	15	11	12	7	9	9	9	6	6
144	1	15	15	13	13	11	11	13	11	9	8
153	1	17	16	14	14	9	11	11	12	9	9
154	1	14	15	13	11	7	9	9	9	6	6
155	1	15	17	15	13	10	10	13	11	9	8
161	1	15	16	13	14	9	9	11	11	7	8
162	1	16	17	14	15	10	10	13	12	9	9
163	1	15	15	14	13	11	10	12	11	8	7
196	1	17	16	13	14	9	11	12	12	8	7
200	1	16	16	14	13	10	11	11	13	9	8
208	1	16	16	13	13	9	10	12	11	8	9
210	1	13	14	13	12	9	8	10	9	5	7
214	1	15	15	14	13	9	10	11	12	7	9
215	1	15	17	13	15	10	10	13	13	9	8
216	1	16	15	14	14	9	10	12	11	9	9
217	1	15	15	15	14	11	9	12	11	7	9
228	1	15	15	14	14	10	9	13	13	7	8
247	1	17	16	13	13	9	10	13	13	9	8
263	1	17	16	13	15	9	10	11	13	7	7
281	1	17	17	14	13	11	10	11	13	7	9
288	1	17	16	13	14	11	11	13	11	7	9
291	1	13	14	12	12	8	7	9	11	5	5
295	1	16	15	13	13	10	11	13	13	7	7
312	1	16	15	14	15	10	9	12	12	8	7
363	1	16	16	13	14	9	9	12	13	8	7
369	1	16	17	14	13	10	9	12	13	8	9
384	1	16	15	13	15	10	11	13	13	8	7
388	1	16	17	13	15	10	9	11	11	8	9
397	1	23	23	22	21	18	16	19	20	16	15
400	1	16	15	14	15	9	9	11	13	9	8
417	1	22	24	20	22	17	18	19	18	14	16
423	1	17	16	14	13	10	10	13	11	7	7
435	1	17	15	15	15	11	10	11	13	7	8
437	1	16	16	13	13	11	11	13	11	8	9
445	1	16	17	14	15	10	11	13	11	8	7
449	1	15	15	15	15	11	10	11	12	9	7
455	1	15	17	14	14	11	9	11	13	9	7
461	1	15	14	11	11	9	9	11	10	5	5
464	1	15	17	13	13	10	9	12	13	8	8
466	1	15	17	13	13	10	11	11	13	9	8
470	1	16	16	14	15	11	11	13	11	7	9
491	1	16	15	13	14	10	9	11	11	9	9
493	1	15	16	15	14	11	10	13	11	9	9
499	1	16	15	14	13	10	11	12	13	9	8
500	1	22	22	20	22	18	17	20	20	16	14
512	1	15	15	13	15	11	11	13	13	8	9
519	1	16	17	14	14	11	10	12	12	9	7
520	1	17	17	13	14	11	10	13	11	7	9
524	1	15	17	13	13	10	9	11	12	7	8
526	1	17	17	13	13	11	11	12	11	9	8
535	1	17	15	15	14	9	10	11	12	9	7
552	1	17	16	14	14	11	11	11	13	9	7
556	1	16	15	13	14	9	9	13	13	7	8
565	1	17	15	15	14	10	11	11	11	8	9
568	1	16	17	14	14	9	9	12	11	7	9
570	1	22	23	22	20	16	17	19	19	16	16
571	1	17	15	13	13	9	9	13	11	7	7
573	1	16	16	15	13	11	9	11	12	7	7
575	1	16	15	15	15	10	9	13	13	8	9
581	1	15	17	14	14	10	11	11	11	7	7
585	1	15	15	13	13	11	10	11	12	7	7
587	1	17	16	14	14	10	9	11	12	8	9
603	1	16	17	13	15	10	11	12	12	9	7
614	1	17	17	14	15	10	10	13	13	7	7
643	1	15	16	13	13	11	9	12	12	9	7
644	1	0	0	0	0	0	0	0	0	0	0
646	1	17	16	13	13	11	11	13	12	8	8
653	1	16	15	14	15	9	11	11	13	7	9
672	1	15	17	15	13	9	9	13	12	7	8
676	1	17	16	13	15	9	11	11	13	7	9
678	1	16	17	14	15	9	11	13	11	9	7
682	1	15	17	13	15	11	9	13	13	8	9
686	1	17	15	14	13	11	9	13	11	9	7
705	1	22	22	21	20	16	17	19	18	14	16
709	1	16	16	15	14	10	11	12	11	8	9
713	1	16	16	15	14	9	11	11	12	9	7
716	1	15	16	14	15	9	11	12	12	7	9
718	1	15	16	15	15	11	9	11	12	9	9
724	1	24	22	22	22	18	16	19	20	15	16
748	1	17	15	14	13	10	10	12	13	7	7
761	1	15	16	13	15	9	10	11	13	7	9
764	1	15	16	14	14	9	9	12	11	9	8
766	1	15	15	13	15	10	10	12	13	7	7
773	1	14	15	13	13	7	7	9	10	6	7
777	1	16	17	13	13	10	11	13	12	9	8
778	1	15	17	15	14	10	9	12	13	9	9
798	1	15	17	13	14	9	10	11	13	7	9
804	1	15	15	15	15	10	9	11	11	7	9
814	1	16	16	15	15	11	10	11	11	8	9
815	1	17	16	14	13	11	10	11	13	7	9
823	1	16	15	13	15	9	9	11	11	8	8
824	1	15	15	14	14	9	9	12	12	9	7
848	1	15	15	13	15	11	10	13	12	8	7
874	1	15	15	15	13	10	11	11	12	7	7
886	1	17	15	14	15	10	11	11	13	7	7
888	1	36	37	35	34	32	31	33	33	28	30
896	1	17	17	15	13	9	9	11	13	8	7
916	1	15	17	13	15	10	10	13	12	7	7
924	1	16	16	14	14	11	10	11	11	8	8
939	1	16	17	14	15	9	11	13	11	7	9
944	1	17	16	15	13	10	10	12	12	8	7
948	1	16	15	15	13	10	9	12	12	7	7
950	1	24	22	21	20	16	17	20	18	15	15
953	1	17	16	13	14	9	9	11	11	9	8
957	1	16	15	15	15	10	9	13	11	8	8
975	1	17	17	15	15	11	9	12	13	9	9
985	1	15	17	13	13	9	9	13	11	7	9
986	1	16	15	13	15	11	11	12	12	8	8
992	1	15	16	14	14	11	9	13	12	7	7
995	1	17	16	15	14	11	9	11	12	9	9
1004	1	16	15	15	15	11	11	13	12	7	8
1012	1	15	16	13	14	9	11	12	13	9	9
1037	1	17	16	13	14	9	11	12	13	9	8
1044	1	17	16	14	14	10	10	11	12	7	7
1051	1	31	30	29	29	23	24	25	27	22	23
1059	1	15	16	15	15	11	11	13	12	7	8
1061	1	15	15	15	15	10	10	11	13	9	9
1064	1	15	17	15	13	10	11	13	11	9	9
1067	1	17	16	15	13	9	9	12	12	8	8
1068	1	15	15	15	13	10	11	13	11	9	8
1078	1	16	15	13	13	11	11	13	13	8	8
1081	1	15	15	14	13	11	10	11	13	8	7
1089	1	15	17	14	14	10	11	12	11	8	7
1093	1	17	16	15	13	11	10	13	11	8	7
1097	1	16	16	15	14	11	11	11	13	7	9
1098	1	17	17	15	13	11	11	11	13	7	9
1104	1	16	15	13	14	9	10	11	12	7	9
1107	1	30	30	29	27	25	25	26	25	21	22
1116	1	17	15	15	13	9	10	13	13	9	9
1126	1	15	15	15	15	10	11	13	12	7	8
1128	1	15	15	13	13	10	10	11	13	7	8
1129	1	16	17	15	13	10	11	12	12	7	7
1136	1	16	17	13	15	10	11	12	12	9	7
1141	1	17	17	15	13	10	9	12	11	8	8
1147	1	17	17	14	13	11	10	12	11	7	8
1171	1	15	16	15	14	11	9	13	13	7	8
1177	1	17	17	13	13	9	10	11	13	7	9
1195	1	15	17	15	15	11	11	11	12	9	9
1219	1	15	17	14	13	10	10	12	13	8	9
1222	1	15	16	15	14	11	9	13	13	8	9
1226	1	17	16	15	15	9	11	12	13	9	8
1237	1	15	16	13	13	10	9	11	11	9	8
1239	1	17	15	13	15	10	9	12	13	8	8
1240	1	16	16	14	13	10	10	11	12	8	8
1245	1	24	24	21	21	17	17	19	18	16	16
1251	1	15	15	14	13	9	11	12	11	9	9
1255	1	15	15	15	13	10	10	12	11	9	9
1265	1	19	19	18	17	14	14	15	14	12	10
1273	1	16	15	14	15	10	10	12	12	9	9
1277	1	15	16	15	14	11	10	13	13	7	7
1293	1	15	16	15	13	10	11	12	12	8	9
1296	1	16	16	15	15	11	11	12	12	7	8
1297	1	16	17	13	14	10	9	13	12	9	8
1299	1	16	16	14	13	11	11	11	11	9	7
1314	1	16	17	14	14	9	11	13	11	9	9
1316	1	15	15	15	14	10	9	11	11	9	9
1322	1	16	15	14	13	11	10	11	13	9	8
1327	1	15	15	13	14	10	10	11	11	7	9
1331	1	23	23	21	20	18	16	20	18	16	14
1339	1	16	16	14	14	10	9	11	13	9	9
1360	1	16	15	13	14	9	10	12	13	8	9
1366	1	15	15	15	13	11	9	11	11	8	7
1369	1	15	16	13	13	9	10	11	12	7	9
1377	1	16	16	14	13	10	9	13	11	7	7
1379	1	17	15	13	15	10	10	12	11	9	7
1380	1	15	15	13	14	9	10	12	11	8	7
1384	1	16	15	15	15	10	9	12	12	8	8
1397	1	17	16	14	13	11	9	11	12	7	7
1403	1	16	15	13	14	9	10	12	13	7	9
1404	1	17	16	13	15	9	10	13	12	7	9
1411	1	15	15	15	14	11	9	12	11	8	7
1412	1	15	16	13	15	9	9	13	12	9	9
1413	1	17	16	14	14	10	11	11	13	8	9
1442	1	16	17	13	15	9	11	11	11	9	8
1444	1	16	17	13	15	9	10	12	12	9	7
1445	1	24	23	22	22	16	17	18	20	14	15
1446	1	16	16	15	14	11	11	13	12	9	9
1453	1	15	16	15	15	9	11	12	12	8	7
1475	1	17	16	13	13	10	10	11	12	9	8
1476	1	15	17	13	14	9	11	13	12	9	8
1488	1	16	17	13	15	11	10	13	13	8	8
1501	1	16	16	15	14	9	10	13	12	8	7
1512	1	16	16	14	15	11	10	11	11	8	9
1538	1	17	16	15	15	11	10	13	11	7	9
1564	1	15	17	14	14	9	10	12	11	9	9
1566	1	24	23	20	22	16	18	19	20	15	14
1568	1	16	17	14	13	11	10	12	12	8	9
1574	1	38	38	34	36	31	31	33	33	30	29
1576	1	15	15	14	15	9	11	11	13	7	9
1597	1	17	17	13	13	9	11	11	12	9	7
1598	1	17	15	13	14	11	9	11	11	9	7
1605	1	17	15	13	15	10	11	11	13	9	8
1608	1	17	15	14	15	11	10	11	13	8	8
1609	1	16	17	13	15	10	11	12	11	8	7
1614	1	15	17	15	13	11	11	13	11	7	7
1665	1	16	17	14	14	11	9	13	13	7	7
1666	1	16	16	15	15	11	10	13	12	8	7
1690	1	17	15	14	15	11	11	13	12	8	7
1691	1	17	16	14	14	10	10	13	13	7	9
1709	1	15	17	15	13	9	11	13	13	7	7
1724	1	16	17	15	15	9	11	13	12	8	9
1725	1	15	15	15	14	10	9	12	11	9	8
